File,Line_number,SRC
hbase-client/src/test/java/org/apache/hadoop/hbase/client/TestAsyncProcess.java,583,"public void testErrorsServers() throws InterruptedIOException,"
hbase-client/src/test/java/org/apache/hadoop/hbase/client/TestAsyncProcess.java,584,RetriesExhaustedWithDetailsException {
hbase-client/src/test/java/org/apache/hadoop/hbase/client/TestAsyncProcess.java,397,private AtomicInteger successCalled = new AtomicInteger(0);
hbase-client/src/test/java/org/apache/hadoop/hbase/client/TestAsyncProcess.java,398,private AtomicInteger failureCalled = new AtomicInteger(0);
hbase-client/src/test/java/org/apache/hadoop/hbase/client/TestAsyncProcess.java,399,private AtomicInteger retriableFailure = new AtomicInteger(0);
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,3130,"tableNames.add(TableName.valueOf(name, descriptor.getNameAsString()));"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,401,"String hostname = conf.get(""hbase.master.ipc.address"","
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,402,Strings.domainNamePointerToHostName(DNS.getDefaultHost(
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,403,"conf.get(""hbase.master.dns.interface"", ""default""),"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,404,"conf.get(""hbase.master.dns.nameserver"", ""default""))));"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,424,this.serverName =
hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java,425,"new ServerName(this.isa.getHostName(), this.isa.getPort(), System.currentTimeMillis());"
hbase-it/src/test/java/org/apache/hadoop/hbase/IntegrationTestManyRegions.java,88,"LOG.info(String.format(""Existing table %s deleted.""));"
hbase-it/src/test/java/org/apache/hadoop/hbase/IntegrationTestsDriver.java,105,for (int i = 0; i < classes.length; i++) {
hbase-it/src/test/java/org/apache/hadoop/hbase/IntegrationTestsDriver.java,106,"LOG.info(""  "" + classes[i]);"
hbase-it/src/test/java/org/apache/hadoop/hbase/chaos/actions/Action.java,59,public void perform() throws Exception { };
hbase-it/src/test/java/org/apache/hadoop/hbase/chaos/actions/RemoveColumnAction.java,61,while(protectedColumns.contains(columnDescriptors[index].getNameAsString())) {
hbase-it/src/test/java/org/apache/hadoop/hbase/mapreduce/IntegrationTestBulkLoad.java,419,int partition = hash % numPartitions;
hbase-it/src/test/java/org/apache/hadoop/hbase/mapreduce/IntegrationTestBulkLoad.java,420,return partition;
hbase-it/src/test/java/org/apache/hadoop/hbase/mapreduce/IntegrationTestImportTsv.java,342,fout.close();
hbase-it/src/test/java/org/apache/hadoop/hbase/mttr/IntegrationTestMTTR.java,448,return rs != null && result != null && result.size() > 0;
hbase-it/src/test/java/org/apache/hadoop/hbase/mttr/IntegrationTestMTTR.java,524,"""-write"", String.format(""%d:%d:%d"", colsPerKey, recordSize, writeThreads),"
hbase-it/src/test/java/org/apache/hadoop/hbase/test/IntegrationTestBigLinkedList.java,594,"context.write(new Text(keyString), new Text(refsSb.toString()));"
hbase-it/src/test/java/org/apache/hadoop/hbase/test/IntegrationTestBigLinkedList.java,1067,return null;
hbase-it/src/test/java/org/apache/hadoop/hbase/test/IntegrationTestBigLinkedList.java,1071,"Integer width, Integer wrapMuplitplier) {"
hbase-it/src/test/java/org/apache/hadoop/hbase/test/IntegrationTestBigLinkedList.java,1075,"job.getConfiguration().setInt(GENERATOR_WIDTH_KEY, width.intValue());"
hbase-it/src/test/java/org/apache/hadoop/hbase/test/IntegrationTestBigLinkedList.java,1077,if (wrapMuplitplier != null) {
hbase-it/src/test/java/org/apache/hadoop/hbase/test/IntegrationTestBigLinkedList.java,1078,"job.getConfiguration().setInt(GENERATOR_WRAP_KEY, wrapMuplitplier.intValue());"
hbase-it/src/test/java/org/apache/hadoop/hbase/test/IntegrationTestLoadAndVerify.java,116,REFERENCES_CHECKED;
hbase-it/src/test/java/org/apache/hadoop/hbase/test/IntegrationTestLoadAndVerify.java,124,"getConf().setLong(NUM_TO_WRITE_KEY, NUM_TO_WRITE_DEFAULT / 100);"
hbase-it/src/test/java/org/apache/hadoop/hbase/test/IntegrationTestLoadAndVerify.java,125,"getConf().setInt(NUM_MAP_TASKS_KEY, NUM_MAP_TASKS_DEFAULT / 100);"
hbase-it/src/test/java/org/apache/hadoop/hbase/test/IntegrationTestLoadAndVerify.java,126,"getConf().setInt(NUM_REDUCE_TASKS_KEY, NUM_REDUCE_TASKS_DEFAULT / 10);"
hbase-it/src/test/java/org/apache/hadoop/hbase/test/IntegrationTestLoadAndVerify.java,361,int numPreCreate = 40;
hbase-it/src/test/java/org/apache/hadoop/hbase/test/IntegrationTestLoadAndVerify.java,362,"admin.createTable(htd, Bytes.toBytes(0L), Bytes.toBytes(-1L), numPreCreate);"
hbase-server/src/main/java/org/apache/hadoop/hbase/security/access/AccessControlLists.java,484,"return getUserPermissions(conf, tableName.getName());"
hbase-server/src/main/java/org/apache/hadoop/hbase/security/access/AccessControlLists.java,357,"new TreeMap<byte[], ListMultimap<String, TablePermission>>();"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/BaseLoadBalancer.java,64,List<RegionLoad>[] regionLoads;
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/BaseLoadBalancer.java,86,"protected Cluster(Map<ServerName, List<HRegionInfo>> clusterState,  Map<String, List<RegionLoad>> loads,"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/BaseLoadBalancer.java,122,regionLoads = new List[numRegions];
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/BaseLoadBalancer.java,163,List<RegionLoad> rl = loads.get(region.getRegionNameAsString());
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/BaseLoadBalancer.java,341,private float slop;
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/BaseLoadBalancer.java,349,"this.slop = conf.getFloat(""hbase.regions.slop"", (float) 0.2);"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,20,import java.util.ArrayList;
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,104,"private Map<String, List<RegionLoad>> loads = new HashMap<String, List<RegionLoad>>();"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,305,"Map<String, List<RegionLoad>> oldLoads = loads;"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,306,"loads = new HashMap<String, List<RegionLoad>>();"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,314,List<RegionLoad> rLoads = oldLoads.get(Bytes.toString(entry.getKey()));
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,315,if (rLoads != null) {
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,317,if (rLoads.size() >= numRegionLoadsToRemember) {
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,318,int numToRemove = 1 + (rLoads.size() - numRegionLoadsToRemember);
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,319,"rLoads = rLoads.subList(numToRemove, rLoads.size());"
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,322,} else {
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,324,rLoads = new ArrayList<RegionLoad>();
hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,808,"private Map<String, List<RegionLoad>> loads = null;"
