File,Line_number,SRC
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,4339,} else if (element.getClass().isArray()) {
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,4370,} else if (element.getClass().isArray()) {
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,337,PrintWriter pw = null;
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,183,try {
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,339,pw = new PrintWriter((Writer)self);
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,340,pw.print(InvokerHelper.toString(value));
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,341,} finally {
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,211,try {
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,343,pw.close();
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,344,} catch (Exception ex) {
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,373,PrintWriter pw = null;
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,259,try {
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,375,pw = new PrintWriter((Writer)self);
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,376,pw.println();
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,377,} finally {
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,317,try {
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,379,pw.close();
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,380,} catch (Exception ex) {
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,417,PrintWriter pw = null;
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,498,try {
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,419,pw = new PrintWriter((Writer)self);
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,420,pw.println(InvokerHelper.toString(value));
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,10217,} finally {
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,10808,try {
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,423,pw.close();
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,424,} catch (Exception ex) {
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,7706,"public static Object eachLine(String self, Closure closure) {"
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,7720,"public static Object eachLine(String self, int firstLine, Closure closure) {"
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,8040,"public static Object splitEachLine(String self, String sep, Closure closure) {"
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,8192,public static List readLines(String self) {
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,8193,"return tokenize(self, ""\n\r"");"
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,2547,"public static String replaceAll(String self, String regex, Closure closure) {"
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,2548,Matcher matcher = Pattern.compile(regex).matcher(self);
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,2550,matcher.reset();
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,2551,StringBuffer sb = new StringBuffer();
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,2552,while (matcher.find()) {
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,2558,"matcher.appendReplacement(sb, String.valueOf(closure.call(groups.toArray())));"
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,8455,stream = newOutputStream(file);
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,5919,"return (self == null) ? ""null"" : InvokerHelper.toMapString(self);"
src/main/org/codehaus/groovy/runtime/DefaultGroovyMethods.java,5944,"return (self == null) ? ""null"" : InvokerHelper.toListString(self);"
src/main/org/codehaus/groovy/classgen/AsmClassGenerator.java,660,loop.getBooleanExpression().visit(this);
src/main/org/codehaus/groovy/classgen/AsmClassGenerator.java,661,"mv.visitJumpInsn(IFEQ, breakLabel);"
src/main/org/codehaus/groovy/classgen/AsmClassGenerator.java,3038,"parameters = new Parameter[]{new Parameter(ClassHelper.OBJECT_TYPE, ""it"", ConstantExpression.NULL)};"
src/main/org/codehaus/groovy/classgen/AsmClassGenerator.java,573,"mv.visitIntInsn(BIPUSH, 0);"
src/main/groovy/xml/dom/DOMCategory.java,46,"private static Object get(Element element, String elementName) {"
src/main/groovy/xml/dom/DOMCategory.java,50,"private static Object get(NodeList nodeList, String elementName) {"
src/main/groovy/xml/dom/DOMCategory.java,54,"private static Object get(NamedNodeMap nodeMap, String elementName) {"
src/main/groovy/xml/dom/DOMCategory.java,76,"addResult(results, get(node, elementName));"
src/main/groovy/xml/dom/DOMCategory.java,47,"return getAt(element, elementName);"
src/main/groovy/xml/dom/DOMCategory.java,51,"return getAt(nodeList, elementName);"
src/main/groovy/xml/dom/DOMCategory.java,55,"return getAt(nodeMap, elementName);"
