File,Line_number,SRC
java/engine/org/apache/derby/impl/sql/compile/ConditionalNode.java,209,FromList fromList) throws StandardException
java/engine/org/apache/derby/impl/sql/compile/ConditionalNode.java,217,"fromList, new SubqueryList(), new Vector());"
java/engine/org/apache/derby/impl/sql/compile/ConditionalNode.java,221,"fromList, new SubqueryList(), new Vector());"
java/engine/org/apache/derby/impl/sql/compile/ConditionalNode.java,260,"findType(((ConditionalNode)thenNode).thenElseList, fromList);"
java/engine/org/apache/derby/impl/sql/compile/ConditionalNode.java,269,"findType(((ConditionalNode)elseNode).thenElseList, fromList);"
java/engine/org/apache/derby/impl/sql/compile/ConditionalNode.java,391,"recastNullNodes(thenElseList, findType(thenElseList, fromList));"
java/engine/org/apache/derby/impl/sql/compile/ConditionalNode.java,340,QueryTreeNode cast = getNodeFactory().getNode(
java/engine/org/apache/derby/impl/sql/compile/ConditionalNode.java,384,QueryTreeNode cast = getNodeFactory().getNode(
java/engine/org/apache/derby/impl/jdbc/EmbedDatabaseMetaData.java,3065,if (types != null  &&  types.length >= 1) {
java/engine/org/apache/derby/impl/jdbc/EmbedDatabaseMetaData.java,1754,int i=0;
java/engine/org/apache/derby/impl/jdbc/EmbedDatabaseMetaData.java,1755,final int numberOfTableTypesInDerby = 4;
java/engine/org/apache/derby/impl/jdbc/EmbedDatabaseMetaData.java,1756,for (; i<types.length; i++){
java/engine/org/apache/derby/impl/jdbc/EmbedDatabaseMetaData.java,1766,"s.setString(i+4, types[i].substring(0, 1));"
java/engine/org/apache/derby/impl/jdbc/EmbedDatabaseMetaData.java,1768,for (; i<numberOfTableTypesInDerby; i++) {
java/engine/org/apache/derby/impl/jdbc/EmbedDatabaseMetaData.java,1769,"s.setNull(i+4, Types.CHAR);"
java/engine/org/apache/derby/impl/jdbc/EmbedDatabaseMetaData.java,2982,} else {
java/engine/org/apache/derby/impl/jdbc/EmbedDatabaseMetaData.java,1772,"s.setString(4, ""T"");"
java/engine/org/apache/derby/impl/jdbc/EmbedDatabaseMetaData.java,1773,"s.setString(5, ""S"");"
java/engine/org/apache/derby/impl/jdbc/EmbedDatabaseMetaData.java,1774,"s.setString(6, ""V"");"
java/engine/org/apache/derby/impl/jdbc/EmbedDatabaseMetaData.java,1775,"s.setString(7, ""A"");"
java/engine/org/apache/derby/impl/jdbc/EmbedDatabaseMetaData.java,2322,getLanguageConnectionContext().getDataDictionary().checkVersion(
java/engine/org/apache/derby/impl/jdbc/EmbedDatabaseMetaData.java,3556,s = getEmbedConnection().prepareMetaDataStatement(queryText);
java/testing/org/apache/derbyTesting/junit/JDBC.java,59,"new String[] {""AA_DERBY-1790-SYNONYM""};"
java/testing/org/apache/derbyTesting/junit/JDBC.java,835,&& (rsmd.getColumnType(i+1) == Types.SMALLINT))
java/testing/org/apache/derbyTesting/junit/JDBC.java,839,"obj = (rs.getShort(i+1) == 0) ? ""false"" : ""true"";"
java/testing/org/apache/derbyTesting/junit/JDBC.java,841,obj = rs.getString(i+1);
java/testing/org/apache/derbyTesting/junit/JDBC.java,846,obj = rs.getString(i+1);
java/testing/org/apache/derbyTesting/junit/JDBC.java,856,obj = rs.getObject(i+1);
java/testing/org/apache/derbyTesting/junit/JDBC.java,874,"rsmd.getColumnName(i+1) + ""', row "" + rowNum +"
java/engine/org/apache/derby/iapi/sql/dictionary/TableDescriptor.java,237,"return quoteStringIfNecessary(getSchemaName()) + ""."" +"
java/engine/org/apache/derby/iapi/sql/dictionary/TableDescriptor.java,238,quoteStringIfNecessary(getName());
java/engine/org/apache/derby/iapi/sql/dictionary/TableDescriptor.java,252,private String quoteStringIfNecessary(String name)
java/engine/org/apache/derby/iapi/sql/dictionary/TableDescriptor.java,258,return name;
java/engine/org/apache/derby/impl/sql/compile/ConcatenationOperatorNode.java,205,DataTypeDescriptor.getBuiltInDataTypeDescriptor(
java/engine/org/apache/derby/impl/sql/compile/ConcatenationOperatorNode.java,206,"Types.VARCHAR, true, tc"
java/engine/org/apache/derby/impl/sql/compile/ConcatenationOperatorNode.java,207,.getCastToCharWidth(leftOperand
java/engine/org/apache/derby/impl/sql/compile/ConcatenationOperatorNode.java,208,".getTypeServices())),"
java/engine/org/apache/derby/impl/sql/compile/ConcatenationOperatorNode.java,218,DataTypeDescriptor.getBuiltInDataTypeDescriptor(
java/engine/org/apache/derby/impl/sql/compile/ConcatenationOperatorNode.java,219,"Types.VARCHAR, true, tc"
java/engine/org/apache/derby/impl/sql/compile/ConcatenationOperatorNode.java,220,.getCastToCharWidth(rightOperand
java/engine/org/apache/derby/impl/sql/compile/ConcatenationOperatorNode.java,221,".getTypeServices())),"
java/engine/org/apache/derby/impl/sql/compile/SimpleStringOperatorNode.java,109,"DataTypeDescriptor.getBuiltInDataTypeDescriptor(Types.VARCHAR, true,"
java/engine/org/apache/derby/impl/sql/compile/SimpleStringOperatorNode.java,110,operand.getTypeCompiler().
java/engine/org/apache/derby/impl/sql/compile/SimpleStringOperatorNode.java,111,getCastToCharWidth(
java/engine/org/apache/derby/impl/sql/compile/SimpleStringOperatorNode.java,112,"operand.getTypeServices())),"
java/engine/org/apache/derby/impl/sql/compile/TernaryOperatorNode.java,741,"DataTypeDescriptor.getBuiltInDataTypeDescriptor(Types.VARCHAR, true,"
java/engine/org/apache/derby/impl/sql/compile/TernaryOperatorNode.java,742,vnTC.getCastToCharWidth(
java/engine/org/apache/derby/impl/sql/compile/TernaryOperatorNode.java,743,"vn.getTypeServices())),"
java/engine/org/apache/derby/impl/sql/compile/TernaryOperatorNode.java,293,mb.upCast(leftInterfaceType);
java/engine/org/apache/derby/impl/sql/compile/TernaryOperatorNode.java,763,"TypeId	resultType;"
java/engine/org/apache/derby/impl/sql/compile/TernaryOperatorNode.java,811,resultType = receiverType = receiver.getTypeId();
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,1234,"p.put(Attribute.CLIENT_SECURITY_MECHANISM,"
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,1165,"if (sqlState.regionMatches(0,SQLState.DATABASE_NOT_FOUND,0,5) |"
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,1166,"sqlState.regionMatches(0,SQLState.NO_SUCH_DATABASE,0,5))"
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,1168,else
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,1169,"if (sqlState.regionMatches(0,SQLState.LOGIN_FAILED,0,5) ||"
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,1170,"sqlState.regionMatches(0,SQLState.AUTH_INVALID_USER_NAME,0,5))"
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,8135,else
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,1259,"if (sqlState.regionMatches(0,SQLState.LOGIN_FAILED,0,5))"
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,1262,return 0;
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,4646,"setAsCharacterStream(ps,"
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,4657,"setAsCharacterStream(ps,"
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,4668,"setAsCharacterStream(ps,"
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,8262,"private static void setAsCharacterStream(PreparedStatement ps,"
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,5740,sqlerrmc = buildTokenizedSqlerrmc((EmbedSQLException) se);
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,5792,private String buildTokenizedSqlerrmc(EmbedSQLException se) {
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,5796,String messageId = se.getMessageId();
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,5798,Object[] args = se.getArguments();
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,5799,for (int i = 0; args != null &&  i < args.length; i++)
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,5800,sqlerrmc += args[i] + SQLERRMC_TOKEN_DELIMITER;
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,5801,sqlerrmc += messageId;
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,5802,se = (EmbedSQLException) se.getNextException();
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,6314,"int drdaType = FdocaConstants.mapJdbcTypeToDrdaType(colType,nullable,outlen);"
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,6739,"drdaType = FdocaConstants.mapJdbcTypeToDrdaType(stmt.getOutputParamType(i),true,outlen);"
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,7063,"nullable,"
java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,7177,writer.writeByte(CodePoint.NULLDATA);
