File,Line_number,SRC
java/engine/org/apache/derby/impl/store/access/btree/BTreeMaxScan.java,536,pos.current_leaf = null;
java/engine/org/apache/derby/impl/store/access/btree/BTreeScan.java,460,pos.current_leaf = null;
java/engine/org/apache/derby/impl/sql/execute/RowCountResultSet.java,52,private long offset;
java/engine/org/apache/derby/impl/sql/execute/RowCountResultSet.java,53,private long fetchFirst;
java/engine/org/apache/derby/impl/sql/execute/RowCountResultSet.java,162,if (offset > 0) {
java/engine/org/apache/derby/impl/sql/execute/RowCountResultSet.java,165,offset--;
java/engine/org/apache/derby/impl/sql/execute/RowCountResultSet.java,167,if (result != null && offset >= 0) {
java/engine/org/apache/derby/impl/sql/execute/RowCountResultSet.java,179,if (fetchFirst != -1 && rowsSeen >= fetchFirst) {
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,3651,} catch (StandardException t) {
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,3736,} catch (StandardException t) {
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,3798,} catch (StandardException t) {
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,208,private boolean[] streamUsedFlags;
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,511,if (streamUsedFlags != null)
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,512,"Arrays.fill(streamUsedFlags, false);"
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,1127,useStream(columnIndex);
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,1240,useStream(columnIndex);
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,4571,final void useStream(int columnIndex) throws SQLException {
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,4573,if (streamUsedFlags == null)
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,4574,streamUsedFlags = new boolean[getMetaData().getColumnCount()];
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,4576,else if (streamUsedFlags[columnIndex - 1])
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,4577,throw newSQLException(SQLState.LANG_STREAM_RETRIEVED_ALREADY);
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,4579,streamUsedFlags[columnIndex - 1] = true;
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,3986,if (wasNull = dvd.isNull())
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,3998,"return new EmbedBlob(dvd, getEmbedConnection());"
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,4038,if (wasNull = dvd.isNull())
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,4050,"return new EmbedClob(getEmbedConnection(), dvd);"
java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java,4487,try {
