File,Line_number,SRC
ql/src/java/org/apache/hadoop/hive/ql/parse/ColumnStatsSemanticAnalyzer.java,344,private int getNumBitVectorsForNDVEstimation(HiveConf conf) {
ql/src/java/org/apache/hadoop/hive/ql/parse/ColumnStatsSemanticAnalyzer.java,348,if (percentageError <= 2.4) {
ql/src/java/org/apache/hadoop/hive/ql/parse/ColumnStatsSemanticAnalyzer.java,354,} else if (percentageError <= 6.8) {
ql/src/java/org/apache/hadoop/hive/ql/exec/AbstractMapJoinOperator.java,89,"JoinUtil.populateJoinKeyValue(joinKeys, conf.getKeys(),order,NOTSKIPBIGTABLE);"
ql/src/java/org/apache/hadoop/hive/ql/exec/AbstractMapJoinOperator.java,57,protected transient int posBigTable = -1; // one of the tables that is not in memory
ql/src/java/org/apache/hadoop/hive/ql/exec/AbstractMapJoinOperator.java,96,posBigTable = conf.getPosBigTable();
ql/src/java/org/apache/hadoop/hive/ql/exec/AbstractMapJoinOperator.java,101,"rowContainerStandardObjectInspectors.get((byte) posBigTable),"
ql/src/java/org/apache/hadoop/hive/ql/exec/AbstractMapJoinOperator.java,102,"order[posBigTable], joinCacheSize,spillTableDesc, conf,"
ql/src/java/org/apache/hadoop/hive/ql/exec/AbstractMapJoinOperator.java,104,"storage.put((byte) posBigTable, bigPosRC);"
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,250,"order,NOTSKIPBIGTABLE);"
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,254,"JoinUtil.populateJoinKeyValue(joinFilters, conf.getFilters(),order,NOTSKIPBIGTABLE);"
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,100,protected transient int[][] filterMap;
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,128,"protected transient Object[] dummyObj; // for outer joins, contains the"
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,131,protected transient RowContainer<ArrayList<Object>>[] dummyObjVectors; // empty
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,264,filterMap = conf.getFilterMap();
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,286,dummyObj = new Object[numAliases];
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,318,values.add((ArrayList<Object>) dummyObj[pos]);
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,372,transient Object[] forwardCache;
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,374,"private void createForwardJoinObject(IntermediateObject intObj,"
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,375,boolean[] nullsArr) throws HiveException {
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,376,int p = 0;
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,392,"forward(forwardCache, outputObjInspector);"
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,393,countAfterReport = 0;
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,396,"private void copyOldArray(boolean[] src, boolean[] dest) {"
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,397,for (int i = 0; i < src.length; i++) {
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,398,dest[i] = src[i];
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,402,private ArrayList<boolean[]> joinObjectsInnerJoin(
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,403,"ArrayList<boolean[]> resNulls, ArrayList<boolean[]> inputNulls,"
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,404,"ArrayList<Object> newObj, IntermediateObject intObj, int left,"
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,405,boolean newObjNull) {
ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,406,if (newObjNull) {
