File,Line_number,SRC
src/org/jruby/evaluator/ASTInterpreter.java,823,if (result instanceof RubyModule) {
src/org/jruby/evaluator/ASTInterpreter.java,824,return ((RubyModule) result).fastGetConstantFrom(iVisited.getName());
src/org/jruby/evaluator/ASTInterpreter.java,1959,} else {
src/org/jruby/evaluator/ASTInterpreter.java,826,"return result.callMethod(context, iVisited.getName(), IRubyObject.NULL_ARRAY, aBlock);"
src/org/jruby/util/ZlibDeflate.java,115,byte[] outp = new byte[1024];
src/org/jruby/util/ZlibInflate.java,89,byte[] outp = new byte[1024];
src/org/jruby/RubySymbol.java,263,return length > 1 && isSpecialGlobalName(s.substring(1));
src/org/jruby/Ruby.java,827,bootstrap();
src/org/jruby/runtime/Constants.java,59,"properties.load(Constants.class.getResourceAsStream(""/jruby.properties""));"
src/org/jruby/RubyFileStat.java,365,return getRuntime().newBoolean(getRuntime().getPosix().lstat(file.getAbsolutePath()).isSymlink());
src/org/jruby/RubyFile.java,584,int owner = (int) arg1.convertToInteger().getLongValue();
src/org/jruby/RubyFile.java,585,int group = (int) arg2.convertToInteger().getLongValue();
src/org/jruby/RubyFile.java,617,int owner = (int) arg1.convertToInteger().getLongValue();
src/org/jruby/RubyFile.java,618,int group = (int) arg2.convertToInteger().getLongValue();
src/org/jruby/RubyFile.java,794,RubyInteger owner = args[0].convertToInteger();
src/org/jruby/RubyFile.java,795,RubyInteger group = args[1].convertToInteger();
src/org/jruby/RubyFile.java,803,"boolean result = 0 == runtime.getPosix().chown(filename.toString(), (int)owner.getLongValue(), (int)group.getLongValue());"
src/org/jruby/RubyFile.java,1311,RubyInteger owner = args[0].convertToInteger();
src/org/jruby/RubyFile.java,1312,RubyInteger group = args[1].convertToInteger();
src/org/jruby/RubyFile.java,1320,"boolean result = 0 == runtime.getPosix().lchown(filename.toString(), (int)owner.getLongValue(), (int)group.getLongValue());"
src/org/jruby/RubyKernel.java,543,recv.getRuntime().secure(4);
src/org/jruby/RubyKernel.java,555,throw recv.getRuntime().newSystemExit(status);
src/org/jruby/RubyKernel.java,558,"@JRubyMethod(name = ""exit!"", optional = 1, module = true, visibility = Visibility.PRIVATE)"
src/org/jruby/RubyKernel.java,559,"public static IRubyObject exit_bang(IRubyObject recv, IRubyObject[] args) {"
src/org/jruby/RubyKernel.java,561,"return exit(recv, args);"
src/org/jruby/RubyIO.java,814,"modes = getIOModes(getRuntime(), (args[1].convertToString().toString()));"
src/org/jruby/RubyIO.java,2177,if (length > 0) {
src/org/jruby/RubyIO.java,2179,throw getRuntime().newEOFError();
src/org/jruby/RubyIO.java,187,"public RubyIO(Ruby runtime, Process process, ModeFlags modes) {"
src/org/jruby/RubyIO.java,197,InputStream pipeIn = process.getInputStream();
src/org/jruby/RubyIO.java,198,if (pipeIn instanceof FilterInputStream) {
src/org/jruby/RubyIO.java,2689,try {
src/org/jruby/RubyIO.java,200,pipeIn = (InputStream)
src/org/jruby/RubyIO.java,201,"FieldAccess.getProtectedFieldValue(FilterInputStream.class,"
src/org/jruby/RubyIO.java,202,"""in"", pipeIn);"
src/org/jruby/RubyIO.java,203,} catch (Exception e) {
src/org/jruby/RubyIO.java,207,"Channels.newChannel(pipeIn),"
src/org/jruby/RubyIO.java,217,OutputStream pipeOut = process.getOutputStream();
src/org/jruby/RubyIO.java,218,if (pipeOut instanceof FilterOutputStream) {
src/org/jruby/RubyIO.java,219,try {
src/org/jruby/RubyIO.java,220,pipeOut = (OutputStream)
src/org/jruby/RubyIO.java,221,"FieldAccess.getProtectedFieldValue(FilterOutputStream.class,"
src/org/jruby/RubyIO.java,222,"""out"", pipeOut);"
src/org/jruby/RubyIO.java,223,} catch (Exception e) {
src/org/jruby/RubyIO.java,227,"Channels.newChannel(pipeOut),"
src/org/jruby/RubyIO.java,2685,"Process process = ShellLauncher.popen(runtime, cmdObj, modes);"
src/org/jruby/RubyStringIO.java,87,private boolean append = false;
src/org/jruby/RubyStringIO.java,90,"public IRubyObject initialize(IRubyObject[] args, Block block) {"
src/org/jruby/RubyStringIO.java,91,if (args.length > 0) {
src/org/jruby/RubyStringIO.java,93,internal = args[0].convertToString();
src/org/jruby/RubyStringIO.java,94,if (args.length > 1) {
src/org/jruby/RubyStringIO.java,100,String modes = args[1].convertToString().toString();
src/org/jruby/RubyStringIO.java,102,setupModes(modes);
src/org/jruby/RubyStringIO.java,104,} else {
src/org/jruby/RubyStringIO.java,105,"internal = getRuntime().newString("""");"
src/org/jruby/RubyStringIO.java,118,if (append) {
src/org/jruby/RubyStringIO.java,360,if (append) {
src/org/jruby/RubyStringIO.java,561,setupModes(args[1].convertToString().toString());
src/org/jruby/RubyStringIO.java,599,} else {
src/org/jruby/RubyStringIO.java,564,"setupModes("""");"
src/org/jruby/RubyStringIO.java,567,if (internal.isFrozen() && (closedRead || append)) {
src/org/jruby/RubyStringIO.java,571,if (closedRead) {
src/org/jruby/RubyStringIO.java,689,"if (closedRead) throw getRuntime().newIOError(""not opened for reading"");"
src/org/jruby/RubyStringIO.java,694,"if (closedWrite) throw getRuntime().newIOError(""not opened for writing"");"
src/org/jruby/RubyStringIO.java,699,private void setupModes(String modes) {
src/org/jruby/RubyStringIO.java,704,"if (modes.contains(""r"")) closedWrite = true;"
src/org/jruby/RubyStringIO.java,705,"if (modes.contains(""w"")) closedRead = true;"
src/org/jruby/RubyStringIO.java,706,"if (modes.contains(""a"")) append = true;"
src/org/jruby/RubyZlib.java,557,"@JRubyMethod(name = ""wrap"", required = 2, frame = true, meta = true)"
src/org/jruby/RubyZlib.java,558,"public static IRubyObject wrap(ThreadContext context, IRubyObject recv, IRubyObject io, IRubyObject proc, Block unusedBlock) throws IOException {"
src/org/jruby/RubyZlib.java,559,"if (!(io instanceof RubyGzipFile)) throw recv.getRuntime().newTypeError(io, (RubyClass)recv);"
src/org/jruby/RubyZlib.java,560,if (!proc.isNil()) {
src/org/jruby/RubyZlib.java,562,"((RubyProc)proc).call(context, new IRubyObject[]{io});"
src/org/jruby/RubyZlib.java,564,RubyGzipFile zipIO = (RubyGzipFile)io;
src/org/jruby/RubyZlib.java,565,if (!zipIO.isClosed()) {
src/org/jruby/RubyZlib.java,566,zipIO.close();
src/org/jruby/RubyZlib.java,693,"IRubyObject proc = block.isGiven() ? runtime.newProc(Block.Type.PROC, block) : runtime.getNil();"
src/org/jruby/RubyZlib.java,694,"RubyGzipReader io = newInstance(recv,"
src/org/jruby/RubyZlib.java,695,"new IRubyObject[]{ runtime.getFile().callMethod(context, ""open"","
src/org/jruby/RubyZlib.java,696,"new IRubyObject[]{filename, runtime.newString(""rb"")})}, block);"
src/org/jruby/RubyZlib.java,698,"return RubyGzipFile.wrap(context, recv, io, proc, null);"
src/org/jruby/RubyZlib.java,946,"IRubyObject proc = block.isGiven() ? runtime.newProc(Block.Type.PROC, block) : runtime.getNil();"
src/org/jruby/RubyZlib.java,947,RubyGzipWriter io = newGzipWriter(
src/org/jruby/RubyZlib.java,948,"recv,"
src/org/jruby/RubyZlib.java,949,new IRubyObject[]{ runtime.getFile().callMethod(
src/org/jruby/RubyZlib.java,950,"context,"
src/org/jruby/RubyZlib.java,951,"""open"","
