File,Line_number,SRC
src/org/jruby/RubyStruct.java,492,"public IRubyObject op_equal(ThreadContext context, IRubyObject other) {"
src/org/jruby/RubyStruct.java,497,Ruby runtime = getRuntime();
src/org/jruby/RubyStruct.java,498,RubyStruct otherStruct = (RubyStruct)other;
src/org/jruby/RubyStruct.java,499,for (int i = 0; i < values.length; i++) {
src/org/jruby/RubyStruct.java,500,"if (!equalInternal(context, values[i], otherStruct.values[i])) return runtime.getFalse();"
src/org/jruby/RubyStruct.java,502,return runtime.getTrue();
src/org/jruby/RubyStruct.java,506,"public IRubyObject eql_p(ThreadContext context, IRubyObject other) {"
src/org/jruby/RubyStruct.java,511,Ruby runtime = getRuntime();
src/org/jruby/RubyStruct.java,512,RubyStruct otherStruct = (RubyStruct)other;
src/org/jruby/RubyStruct.java,513,for (int i = 0; i < values.length; i++) {
src/org/jruby/RubyStruct.java,514,"if (!eqlInternal(context, values[i], otherStruct.values[i])) return runtime.getFalse();"
src/org/jruby/RubyStruct.java,516,return runtime.getTrue();
src/org/jruby/RubyStruct.java,237,"Arity.checkArgumentCount(self.getRuntime(), args, 0, 0);"
src/org/jruby/RubyStruct.java,254,"Arity.checkArgumentCount(self.getRuntime(), args, 1, 1);"
src/org/jruby/RubyArray.java,1487,str.cat19(str2);
src/org/jruby/RubyArray.java,1849,"public IRubyObject join19(final ThreadContext context, final IRubyObject sep) {"
src/org/jruby/RubyArray.java,1854,int len = 1;
src/org/jruby/RubyArray.java,1855,RubyString sepString = null;
src/org/jruby/RubyArray.java,1856,if (!sep.isNil()) {
src/org/jruby/RubyArray.java,1857,sepString = sep.convertToString();
src/org/jruby/RubyArray.java,1858,len += sepString.size() * (realLength - 1);
src/org/jruby/ast/DefinedNode.java,86,try {
src/org/jruby/ast/DefinedNode.java,87,context.setWithinDefined(true);
src/org/jruby/ast/DefinedNode.java,88,"ByteList definition = expressionNode.definition(runtime, context, self, aBlock);"
src/org/jruby/ast/DefinedNode.java,89,"return definition != null ? RubyString.newStringShared(runtime, definition) : runtime.getNil();"
src/org/jruby/ast/DefinedNode.java,90,} finally {
src/org/jruby/ast/DefinedNode.java,91,context.setWithinDefined(false);
src/org/jruby/ast/OpAsgnOrNode.java,107,try {
src/org/jruby/ast/OpAsgnOrNode.java,108,context.setWithinDefined(true);
src/org/jruby/ast/OpAsgnOrNode.java,109,"return node.definition(runtime, context, self, aBlock) != null;"
src/org/jruby/ast/OpAsgnOrNode.java,110,} finally {
src/org/jruby/ast/OpAsgnOrNode.java,111,context.setWithinDefined(false);
src/org/jruby/compiler/ASTCompiler.java,1492,BranchCallback reg = new BranchCallback() {
src/org/jruby/compiler/ASTCompiler.java,1494,public void branch(BodyCompiler context) {
src/org/jruby/compiler/ASTCompiler.java,1495,context.inDefined();
src/org/jruby/compiler/ASTCompiler.java,1496,"compileGetDefinition(node, context);"
src/org/jruby/compiler/ASTCompiler.java,1499,BranchCallback out = new BranchCallback() {
src/org/jruby/compiler/ASTCompiler.java,1501,public void branch(BodyCompiler context) {
src/org/jruby/compiler/ASTCompiler.java,1502,context.outDefined();
src/org/jruby/compiler/ASTCompiler.java,1505,"context.protect(reg, out, ByteList.class);"
src/org/jruby/exceptions/RaiseException.java,239,if (!context.isWithinDefined()) {
src/org/jruby/exceptions/RaiseException.java,240,"context.runtime.getGlobalVariables().set(""$!"", exception);"
src/org/jruby/ir/IRBuilder.java,1205,s.addInstr(new SetWithinDefinedInstr(manager.getTrue()));
src/org/jruby/ir/IRBuilder.java,1208,CodeBlock protectedCode = new CodeBlock() {
src/org/jruby/ir/IRBuilder.java,1209,public Operand run(Object[] args) {
src/org/jruby/ir/IRBuilder.java,1210,"return buildGetDefinition((Node)args[0], (IRScope)args[1]);"
src/org/jruby/ir/IRBuilder.java,1215,CodeBlock ensureCode = new CodeBlock() {
src/org/jruby/ir/IRBuilder.java,1216,public Operand run(Object[] args) {
src/org/jruby/ir/IRBuilder.java,1217,IRScope m = (IRScope)args[0];
src/org/jruby/ir/IRBuilder.java,1218,m.addInstr(new SetWithinDefinedInstr(manager.getFalse()));
src/org/jruby/ir/IRBuilder.java,1219,return manager.getNil();
src/org/jruby/ir/IRBuilder.java,1223,"return protectCodeWithEnsure(s, protectedCode, new Object[] {node, s}, ensureCode, new Object[] {s});"
src/org/jruby/java/dispatch/CallableSelector.java,92,if (newFinds.size() > 1 && args[0].getRuntime().isDebug()) {
src/org/jruby/java/dispatch/CallableSelector.java,94,"warnMultipleMatches(args, newFinds);"
src/org/jruby/runtime/callsite/RespondToCallSite.java,47,"IRubyObject respond = super.call(context, caller, self, name);"
src/org/jruby/runtime/callsite/RespondToCallSite.java,49,if (!respond.isTrue() && context.getRuntime().is1_9()) {
src/org/jruby/runtime/callsite/RespondToCallSite.java,50,"respond = self.callMethod(context, ""respond_to_missing?"", new IRubyObject[]{name, context.getRuntime().getFalse()});"
src/org/jruby/runtime/callsite/RespondToCallSite.java,51,respond = context.getRuntime().newBoolean(respond.isTrue());
src/org/jruby/runtime/callsite/RespondToCallSite.java,53,return respond;
src/org/jruby/runtime/callsite/RespondToCallSite.java,65,"IRubyObject respond = super.call(context, caller, self, name, bool);"
src/org/jruby/runtime/callsite/RespondToCallSite.java,67,if (!respond.isTrue() && context.getRuntime().is1_9()) {
src/org/jruby/runtime/callsite/RespondToCallSite.java,68,"respond = self.callMethod(context, ""respond_to_missing?"", new IRubyObject[]{name, bool});"
src/org/jruby/runtime/callsite/RespondToCallSite.java,69,respond = context.getRuntime().newBoolean(respond.isTrue());
src/org/jruby/runtime/callsite/RespondToCallSite.java,71,return respond;
src/org/jruby/runtime/callsite/RespondToCallSite.java,83,if (entry.method == context.getRuntime().getRespondToMethod()) {
src/org/jruby/runtime/callsite/RespondToCallSite.java,104,if (entry.method == context.getRuntime().getRespondToMethod()) {
src/org/jruby/RubyFile.java,980,"@JRubyMethod(required = 2, rest = true, meta = true)"
src/org/jruby/RubyFile.java,1106,"openInternal19(context, path, options, modeString, modes);"
src/org/jruby/RubyFile.java,1166,"protected void openInternal19(ThreadContext context, String path, RubyHash options, String modeString, IOOptions ioOptions) {"
src/org/jruby/RubyFile.java,1169,"openInternal(path, modeString, ioOptions.getModeFlags());"
src/org/jruby/RubyFile.java,1174,"protected void openInternal(String path, String modeString, ModeFlags modes) {"
src/org/jruby/RubyFile.java,1196,"openFile.setMainStream(fopen(path, modeString));"
src/org/jruby/RubyFile.java,1183,"openFile.setMainStream(fopen(path, modeString));"
src/org/jruby/RubyFile.java,1232,"private Stream fopen(String path, String modeString) {"
src/org/jruby/RubyFile.java,1234,Stream stream = ChannelStream.fopen(
src/org/jruby/RubyFile.java,1237,"newModeFlags(getRuntime(), modeString));"
src/org/jruby/RubyFile.java,1239,if (stream == null) {
src/org/jruby/RubyFile.java,1258,return stream;
src/org/jruby/Profile.java,50,"public boolean allowClass(String name) { return !name.equals(""File""); }"
src/org/jruby/ext/ffi/jffi/NativeInvoker.java,81,"Arity.checkArgumentCount(context.getRuntime(), args,"
src/org/jruby/internal/runtime/methods/InterpretedMethod.java,117,"argsNode.checkArgCount(runtime, args.length);"
src/org/jruby/internal/runtime/methods/InterpretedMethod.java,144,"argsNode.checkArgCount(runtime, 0);"
src/org/jruby/internal/runtime/methods/InterpretedMethod.java,166,"argsNode.checkArgCount(runtime, 0);"
src/org/jruby/internal/runtime/methods/InterpretedMethod.java,187,"argsNode.checkArgCount(runtime, 1);"
src/org/jruby/internal/runtime/methods/InterpretedMethod.java,209,"argsNode.checkArgCount(runtime, 1);"
src/org/jruby/internal/runtime/methods/InterpretedMethod.java,230,"argsNode.checkArgCount(runtime, 2);"
src/org/jruby/internal/runtime/methods/InterpretedMethod.java,252,"argsNode.checkArgCount(runtime, 2);"
src/org/jruby/internal/runtime/methods/InterpretedMethod.java,273,"argsNode.checkArgCount(runtime, 3);"
src/org/jruby/internal/runtime/methods/InterpretedMethod.java,295,"argsNode.checkArgCount(runtime, 3);"
