File,Line_number,SRC
hbase-server/src/main/java/org/apache/hadoop/hbase/util/CompressionTest.java,100,"""Usage: CompressionTest <path> none|gz|lzo|snappy\n"" +"
hbase-common/src/test/java/org/apache/hadoop/hbase/util/TestThreads.java,33,private static final int SLEEP_TIME_MS = 5000;
hbase-common/src/test/java/org/apache/hadoop/hbase/util/TestThreads.java,34,private static final int TOLERANCE_MS = (int) (0.05 * SLEEP_TIME_MS);
hbase-common/src/test/java/org/apache/hadoop/hbase/util/TestThreads.java,36,private volatile boolean wasInterrupted;
hbase-common/src/test/java/org/apache/hadoop/hbase/util/TestThreads.java,38,@Test(timeout=6000)
hbase-common/src/test/java/org/apache/hadoop/hbase/util/TestThreads.java,46,wasInterrupted = Thread.currentThread().isInterrupted();
hbase-common/src/test/java/org/apache/hadoop/hbase/util/TestThreads.java,52,"LOG.debug(""Main thread: sleeping for 500 ms"");"
hbase-common/src/test/java/org/apache/hadoop/hbase/util/TestThreads.java,53,Threads.sleep(500);
hbase-common/src/test/java/org/apache/hadoop/hbase/util/TestThreads.java,55,"LOG.debug(""Interrupting the sleeper thread and sleeping for 2000 ms"");"
hbase-common/src/test/java/org/apache/hadoop/hbase/util/TestThreads.java,57,Threads.sleep(2000);
hbase-common/src/test/java/org/apache/hadoop/hbase/util/TestThreads.java,59,"LOG.debug(""Interrupting the sleeper thread and sleeping for 1000 ms"");"
hbase-common/src/test/java/org/apache/hadoop/hbase/util/TestThreads.java,61,Threads.sleep(1000);
hbase-common/src/test/java/org/apache/hadoop/hbase/util/TestThreads.java,68,"""interrupted status"", wasInterrupted);"
hbase-common/src/test/java/org/apache/hadoop/hbase/util/TestThreads.java,72,"""range of the sleep time "" + SLEEP_TIME_MS,"
hbase-common/src/test/java/org/apache/hadoop/hbase/util/TestThreads.java,73,Math.abs(timeElapsed - SLEEP_TIME_MS) < TOLERANCE_MS);
hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestHTableMultiplexer.java,71,List<Put> failedPuts = null;
hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestHTableMultiplexer.java,72,boolean success = false;
hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestHTableMultiplexer.java,132,"} while (r == null || r.getValue(FAMILY, QUALIFIER) == null);"
hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestHTableMultiplexer.java,133,"assertEquals(0, Bytes.compareTo(VALUE2, r.getValue(FAMILY, QUALIFIER)));"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HConnectionManager.java,1857,HRegionLocation oldLocation = null;
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HConnectionManager.java,1902,"LOG.info(""Region "" + regionInfo.getRegionNameAsString() + "" moved to "" +"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HConnectionManager.java,1903,"rme.getHostname() + "":"" + rme.getPort() + "" according to "" + source.getHostnamePort());"
