File,Line_number,SRC
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyArray.java,226,if (cachedList == null) {
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyArray.java,227,cachedList = new ArrayList<Object>(arrayLength);
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyArray.java,228,} else {
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyArray.java,229,cachedList.clear();
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,244,return null;
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,246,if (!valueInited[index]) {
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,247,valueInited[index] = true;
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,248,if (valueObjects[index] == null) {
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,249,valueObjects[index] = LazyFactory
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,250,.createLazyObject(((MapObjectInspector) oi)
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,251,.getMapValueObjectInspector());
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,253,"valueObjects[index].init(bytes, valueIBegin, valueILength);"
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,272,return null;
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,274,if (!keyInited[index]) {
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,275,keyInited[index] = true;
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,276,if (keyObjects[index] == null) {
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,278,keyObjects[index] = LazyFactory
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,279,.createLazyPrimitiveClass((PrimitiveObjectInspector) ((MapObjectInspector) oi)
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,280,.getMapKeyObjectInspector());
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,282,"keyObjects[index].init(bytes, keyIBegin, keyILength);"
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,303,if (cachedMap == null) {
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,305,"cachedMap = new LinkedHashMap<Object, Object>();"
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,306,} else {
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyMap.java,307,cachedMap.clear();
metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java,452,ms = null;
metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java,58,import org.apache.hadoop.hive.metastore.api.Constants;
metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java,824,tbl.getParameters().get(Constants.DDL_TIME) == null) {
metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java,825,"tbl.putToParameters(Constants.DDL_TIME, Long.toString(time));"
metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java,1099,"part.putToParameters(Constants.DDL_TIME, Long.toString(time));"
metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java,1267,part.getParameters().get(Constants.DDL_TIME) == null) {
