File,Line_number,SRC
camel-core/src/main/java/org/apache/camel/model/ProcessorDefinition.java,1009,if (getOutputs().isEmpty()) {
camel-core/src/main/java/org/apache/camel/component/bean/MethodInfo.java,429,"String[] parameters = StringQuoteHelper.splitSafeQuote(methodParameters, ',', false);"
camel-core/src/main/java/org/apache/camel/component/bean/MethodInfo.java,570,"throw ObjectHelper.wrapCamelExecutionException(exchange, e);"
camel-core/src/main/java/org/apache/camel/util/StringHelper.java,84,"if (s.startsWith(""'"") && s.endsWith(""'"")) {"
camel-core/src/main/java/org/apache/camel/util/StringHelper.java,85,"return s.substring(1, s.length() - 1);"
camel-core/src/main/java/org/apache/camel/util/StringHelper.java,87,"if (s.startsWith(""\"""") && s.endsWith(""\"""")) {"
camel-core/src/main/java/org/apache/camel/util/StringHelper.java,88,"return s.substring(1, s.length() - 1);"
camel-core/src/main/java/org/apache/camel/processor/RedeliveryErrorHandler.java,329,"boolean sync = deliverToFailureProcessor(target, exchange, data, callback);"
camel-core/src/main/java/org/apache/camel/processor/RedeliveryErrorHandler.java,499,"deliverToFailureProcessor(target, exchange, data, callback);"
camel-core/src/main/java/org/apache/camel/processor/RedeliveryErrorHandler.java,764,"protected boolean deliverToFailureProcessor(final Processor processor, final Exchange exchange,"
camel-core/src/main/java/org/apache/camel/processor/RedeliveryErrorHandler.java,774,"final boolean shouldHandle = shouldHandled(exchange, data);"
camel-core/src/test/java/org/apache/camel/processor/SplitterTest.java,249,"errorHandler(deadLetterChannel(""mock:failed"").maximumRedeliveries(0));"
camel-core/src/test/java/org/apache/camel/processor/SplitterTest.java,251,onException(CamelException.class).handled(false);
camel-core/src/test/java/org/apache/camel/processor/onexception/OnExceptionComplexRouteTest.java,50,try {
camel-core/src/test/java/org/apache/camel/processor/onexception/OnExceptionComplexRouteTest.java,51,"template.sendBody(""direct:start"", ""<order><type>myType</type><user>Func</user></order>"");"
camel-core/src/test/java/org/apache/camel/processor/onexception/OnExceptionComplexRouteTest.java,52,"fail(""Should have thrown a MyFunctionalException"");"
camel-core/src/test/java/org/apache/camel/processor/onexception/OnExceptionComplexRouteTest.java,53,} catch (RuntimeCamelException e) {
camel-core/src/test/java/org/apache/camel/processor/onexception/OnExceptionComplexRouteTest.java,54,"assertIsInstanceOf(MyFunctionalException.class, e.getCause());"
components/camel-ftp/src/test/java/org/apache/camel/component/file/remote/FromFtpDoNotDeleteFileIfProcessFailsTest.java,83,"errorHandler(deadLetterChannel(""mock:error"").maximumRedeliveries(2).redeliveryDelay(0));"
components/camel-ftp/src/test/java/org/apache/camel/component/file/remote/FromFtpDoNotDeleteFileIfProcessFailsTest.java,84,onException(IllegalArgumentException.class).handled(false);     // DLC should not handle
components/camel-ftp/src/test/java/org/apache/camel/component/file/remote/FromFtpThirdPoolOkTest.java,42,"deleteDirectory(""target/thridpool"");"
components/camel-ftp/src/test/java/org/apache/camel/component/file/remote/FromFtpThirdPoolOkTest.java,70,"errorHandler(deadLetterChannel(""mock:error"").maximumRedeliveries(0).logStackTrace(false));"
components/camel-ftp/src/test/java/org/apache/camel/component/file/remote/FromFtpThirdPoolOkTest.java,71,onException(IllegalArgumentException.class).handled(false);     // DLC should not handle
components/camel-mail/src/test/java/org/apache/camel/component/mail/MailDoNotDeleteIfProcessFailsTest.java,83,"errorHandler(deadLetterChannel(""mock:error"").maximumRedeliveries(0).logStackTrace(false));"
components/camel-mail/src/test/java/org/apache/camel/component/mail/MailDoNotDeleteIfProcessFailsTest.java,84,onException(IllegalArgumentException.class).handled(false); // DLC should not handle
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,1063,"throw new IllegalArgumentException(""PropertiesComponent with name properties must be defined"""
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,1064,"+ "" in CamelContext to support property placeholders."");"
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,1588,"Component existing = hasComponent(""properties"");"
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,1589,if (existing == null) {
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,1591,"propertiesComponent = getRegistry().lookupByNameAndType(""properties"", PropertiesComponent.class);"
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,1592,if (propertiesComponent != null) {
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,1593,"addComponent(""properties"", propertiesComponent);"
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,1595,} else {
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,1320,public synchronized ScheduledExecutorService getErrorHandlerExecutorService() {
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,1321,if (errorHandlerExecutorService == null) {
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,1323,"errorHandlerExecutorService = getExecutorServiceManager().newDefaultScheduledThreadPool(""ErrorHandlerRedeliveryThreadPool"", ""ErrorHandlerRedeliveryTask"");"
camel-core/src/main/java/org/apache/camel/component/browse/BrowseEndpoint.java,72,"return new LoadBalancerConsumer(this, processor, loadBalancer);"
camel-core/src/main/java/org/apache/camel/component/dataset/DataSetEndpoint.java,74,"return new DataSetConsumer(this, processor);"
camel-core/src/main/java/org/apache/camel/component/direct/DirectEndpoint.java,56,"return new DirectConsumer(this, processor);"
camel-core/src/main/java/org/apache/camel/component/directvm/DirectVmEndpoint.java,45,"return new DirectVmConsumer(this, new DirectVmProcessor(processor, this));"
camel-core/src/main/java/org/apache/camel/component/seda/SedaEndpoint.java,97,"return new SedaConsumer(this, processor);"
camel-core/src/main/java/org/apache/camel/component/seda/SedaEndpoint.java,148,if (size == 0 && multicastExecutor != null) {
