File,Line_number,SRC
src/main/org/codehaus/groovy/runtime/ScriptBytecodeAdapter.java,560,int ito = ((Integer) to).intValue();
src/main/org/codehaus/groovy/runtime/ScriptBytecodeAdapter.java,561,int ifrom = ((Integer) from).intValue();
src/main/org/codehaus/groovy/runtime/ScriptBytecodeAdapter.java,573,} else {
src/main/org/codehaus/groovy/runtime/ScriptBytecodeAdapter.java,574,if (!inclusive) {
src/main/org/codehaus/groovy/runtime/ScriptBytecodeAdapter.java,575,"if (compareEqual(from, to)) {"
src/main/org/codehaus/groovy/runtime/ScriptBytecodeAdapter.java,576,return new EmptyRange((Comparable) from);
src/main/org/codehaus/groovy/runtime/ScriptBytecodeAdapter.java,578,"if (compareGreaterThan(from, to)) {"
src/main/org/codehaus/groovy/runtime/ScriptBytecodeAdapter.java,579,"to = invokeMethod0(ScriptBytecodeAdapter.class, to, ""next"");"
src/main/org/codehaus/groovy/runtime/ScriptBytecodeAdapter.java,580,} else {
src/main/org/codehaus/groovy/runtime/ScriptBytecodeAdapter.java,581,"to = invokeMethod0(ScriptBytecodeAdapter.class, to, ""previous"");"
src/main/org/codehaus/groovy/classgen/ExtendedVerifier.java,116,if (!annotation.isTargetAllowed(target)) {
src/main/org/codehaus/groovy/classgen/ExtendedVerifier.java,51,"visitAnnotations(node, AnnotationNode.TYPE_TARGET);"
src/main/org/codehaus/groovy/classgen/ExtendedVerifier.java,113,AnnotationNode an = (AnnotationNode) it.next();
src/main/org/codehaus/groovy/classgen/AsmClassGenerator.java,814,loop.getBooleanExpression().visit(this);
src/main/org/codehaus/groovy/classgen/AsmClassGenerator.java,815,"mv.visitJumpInsn(IFEQ, breakLabel);"
src/main/org/codehaus/groovy/classgen/AsmClassGenerator.java,3586,"parameters = new Parameter[]{new Parameter(ClassHelper.OBJECT_TYPE, ""it"", ConstantExpression.NULL)};"
src/main/org/codehaus/groovy/classgen/AsmClassGenerator.java,727,"mv.visitIntInsn(BIPUSH, 0);"
src/main/org/codehaus/groovy/classgen/AsmClassGenerator.java,651,"fieldNode.getModifiers(),"
src/main/org/codehaus/groovy/classgen/AsmClassGenerator.java,654,"signature, //fieldValue,  //br  all the sudden that one cannot init the field here. init is done in static initilizer and instace intializer."
src/main/org/codehaus/groovy/classgen/AsmClassGenerator.java,459,"classNode.addMethod(name, Opcodes.ACC_PUBLIC & Opcodes.ACC_SYNTHETIC, method.getReturnType(), parameters, null, null);"
src/main/org/codehaus/groovy/classgen/AsmClassGenerator.java,3592,"InnerClassNode answer = new InnerClassNode(outerClass, name, 0, ClassHelper.CLOSURE_TYPE); // closures are local inners and not public"
src/main/org/codehaus/groovy/classgen/AsmClassGenerator.java,2949,"interfaceClassLoadingClass.addField(staticFieldName, ACC_STATIC + ACC_SYNTHETIC, ClassHelper.CLASS_Type, null);"
src/main/groovy/xml/dom/DOMCategory.java,46,"private static Object get(Element element, String elementName) {"
src/main/groovy/xml/dom/DOMCategory.java,50,"private static Object get(NodeList nodeList, String elementName) {"
src/main/groovy/xml/dom/DOMCategory.java,54,"private static Object get(NamedNodeMap nodeMap, String elementName) {"
src/main/groovy/xml/dom/DOMCategory.java,76,"addResult(results, get(node, elementName));"
src/main/groovy/xml/dom/DOMCategory.java,47,"return getAt(element, elementName);"
src/main/groovy/xml/dom/DOMCategory.java,51,"return getAt(nodeList, elementName);"
src/main/groovy/xml/dom/DOMCategory.java,55,"return getAt(nodeMap, elementName);"
src/main/groovy/xml/dom/DOMCategory.java,58,"private static Object getAt(Element element, String elementName) {"
src/main/groovy/xml/dom/DOMCategory.java,71,"private static Object getAt(NodeList nodeList, String elementName) {"
src/main/groovy/xml/dom/DOMCategory.java,89,"private static String getAt(NamedNodeMap namedNodeMap, String elementName) {"
src/main/groovy/xml/dom/DOMCategory.java,112,"Node n = getAt((Element)o, i);"
src/main/groovy/xml/dom/DOMCategory.java,116,"return getAt((NodeList)o, i);"
src/main/groovy/xml/dom/DOMCategory.java,121,"private static Node getAt(Element element, int i) {"
src/main/groovy/xml/dom/DOMCategory.java,129,"private static Node getAt(NodeList nodeList, int i) {"
src/main/groovy/beans/BindableASTTransformation.java,126,if (needsPropertyChangeSupport(declaringClass)) {
src/main/groovy/beans/BindableASTTransformation.java,144,if (needsPropertyChangeSupport(classNode)) {
src/main/groovy/beans/BindableASTTransformation.java,245,declaringClass = declaringClass.getSuperClass();
src/main/groovy/beans/BindableASTTransformation.java,272,pcsField = declaringClass.addField(
src/main/groovy/beans/BindableASTTransformation.java,274,"ACC_FINAL | ACC_PROTECTED | ACC_SYNTHETIC,"
src/main/groovy/beans/VetoableASTTransformation.java,146,if (bindable && needsPropertyChangeSupport(declaringClass)) {
src/main/groovy/beans/VetoableASTTransformation.java,149,if (needsVetoableChangeSupport(declaringClass)) {
src/main/groovy/beans/VetoableASTTransformation.java,234,declaringClass = declaringClass.getSuperClass();
src/main/groovy/beans/VetoableASTTransformation.java,281,vcsField = declaringClass.addField(
src/main/groovy/beans/VetoableASTTransformation.java,283,"ACC_FINAL | ACC_PROTECTED | ACC_SYNTHETIC,"
src/main/org/codehaus/groovy/runtime/dgmimpl/arrays/CharacterArrayPutAtMetaMethod.java,41,objects[index] = ((Character)args[1]).charValue();
src/main/org/codehaus/groovy/control/StaticImportVisitor.java,130,"if (inSpecialConstructorCall || currentClass.hasPossibleStaticMethod(methodName, args)) {"
src/main/groovy/util/GroovyTestCase.java,208,"return ""TestScript"" + getMethodName() + (counter++) + "".groovy"";"
src/main/groovy/util/XmlNodePrinter.java,138,out.print(getNameOfNode(node));
src/main/groovy/util/XmlNodePrinter.java,142,printNameAttributes(node.attributes());
src/main/groovy/util/XmlNodePrinter.java,236,out.print(getNameOfNode(node));
src/main/groovy/util/XmlNodePrinter.java,241,printNameAttributes(node.attributes());
src/main/groovy/util/XmlNodePrinter.java,247,protected void printNameAttributes(Map attributes) {
src/main/groovy/util/XmlNodePrinter.java,254,out.print(entry.getKey().toString());
src/main/groovy/util/XmlNodePrinter.java,311,if (!ctx.isNamespaceRegistered(namespaceUri)) {
src/main/groovy/util/XmlNodePrinter.java,312,"ctx.registerNamespacePrefix(namespaceUri, prefix);"
src/main/groovy/util/XmlNodePrinter.java,339,public boolean isNamespaceRegistered(String uri) {
src/main/groovy/util/XmlNodePrinter.java,340,return namespaceMap.containsKey(uri);
src/main/groovy/util/XmlNodePrinter.java,343,"public void registerNamespacePrefix(String uri, String prefix) {"
src/main/groovy/util/XmlNodePrinter.java,344,if (!isNamespaceRegistered(uri)) {
src/main/groovy/util/XmlNodePrinter.java,345,"namespaceMap.put(uri, prefix);"
src/main/groovy/util/XmlNodePrinter.java,349,public String getNamespacePrefix(String uri) {
src/main/groovy/util/XmlNodePrinter.java,350,Object prefix = namespaceMap.get(uri);
src/main/groovy/util/XmlNodePrinter.java,351,return (prefix == null) ? null : prefix.toString();
src/main/org/codehaus/groovy/classgen/Verifier.java,451,return new ReturnStatement(expStmt.getExpression());
src/main/org/codehaus/groovy/classgen/Verifier.java,981,if (node.implementsInterface(testNode)) return true;
src/main/org/codehaus/groovy/classgen/Verifier.java,770,"return name.substring(0, 1).toUpperCase() + name.substring(1, name.length());"
src/main/org/codehaus/groovy/classgen/Verifier.java,704,"addFieldInitialization(statements, staticStatements, (FieldNode) iter.next());"
src/main/org/codehaus/groovy/classgen/Verifier.java,730,"node.addStaticInitializerStatements(staticStatements,true);"
src/main/org/codehaus/groovy/classgen/Verifier.java,869,"addCovariantMethods(classNode, declaredMethods, methodsToAdd, genericsSpec);"
